,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
126,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,Dim,NONE,NONE,NONE,ObvPl,ninzhiishiibensinaani',ni<<zhiishiib>>ensinaani',JDN-2010-Nouns
127,NA,NA_C,zhiishiib,zhiishiib,InclPoss,Dim,NONE,NONE,NONE,ObvPl,gizhiishiibensinaani',gi<<zhiishiib>>ensinaani',JDN-2010-Nouns
128,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,Dim,NONE,NONE,NONE,ObvPl,gizhiishiibensa',gi<<zhiishiib>>ensa',JDN-2010-Nouns
129,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,Dim,NONE,NONE,NONE,ObvPl,gizhiishiibensiwaa',gi<<zhiishiib>>ensiwaa',JDN-2010-Nouns
130,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,Dim,NONE,NONE,NONE,ObvPl,ozhiishiibensa',o<<zhiishiib>>ensa',JDN-2010-Nouns
131,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,Dim,NONE,NONE,NONE,ObvPl,ozhiishiibensiwaa',o<<zhiishiib>>ensiwaa',JDN-2010-Nouns
132,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,Dim,NONE,NONE,NONE,ObvPl,ozhiishiibensini,o<<zhiishiib>>ensiniw1,JDN-2010-Nouns
133,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,Dim,NONE,NONE,NONE,ObvPl,ozhiishiibensini,o<<zhiishiib>>ensiniw1,GUESS
134,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,Dim,NONE,NONE,NONE,Loc,ninzhiishiibensing,ni<<zhiishiib>>ensing,JDN-2010-Nouns
135,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,Dim,NONE,NONE,NONE,Loc,ninzhiishiibensinaang,ni<<zhiishiib>>ensinaang,JDN-2010-Nouns
136,NA,NA_C,zhiishiib,zhiishiib,InclPoss,Dim,NONE,NONE,NONE,Loc,gizhiishiibensinaang,gi<<zhiishiib>>ensinaang,JDN-2010-Nouns
137,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,Dim,NONE,NONE,NONE,Loc,gizhiishiibensing,gi<<zhiishiib>>ensing,JDN-2010-Nouns
138,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,Dim,NONE,NONE,NONE,Loc,gizhiishiibensiwaang,gi<<zhiishiib>>ensiwaang,JDN-2010-Nouns
139,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,Dim,NONE,NONE,NONE,Loc,ozhiishiibensing,o<<zhiishiib>>ensing,JDN-2010-Nouns
140,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,Dim,NONE,NONE,NONE,Loc,ozhiishiibensiwaang,o<<zhiishiib>>ensiwaang,JDN-2010-Nouns
141,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,Dim,NONE,NONE,NONE,Loc,ozhiishiibensining,o<<zhiishiib>>ensining,JDN-2010-Nouns
142,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,Dim,NONE,NONE,NONE,Loc,ozhiishiibensining,o<<zhiishiib>>ensining,GUESS
143,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,Dim,Poss,NONE,NONE,ProxSg,ninzhiishiibensim,ni<<zhiishiib>>ensim,JDN-2010-Nouns
144,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,Dim,Poss,NONE,NONE,ProxSg,ninzhiishiibensiminaan,ni<<zhiishiib>>ensiminaan,JDN-2010-Nouns
